hr_data,P,A,D,Label
104,0.0,0.0,0.0,Calm
104,,,,
106,,,,
106,,,,
106,,,,
106,,,,
104,,,,
103,,,,
103,,,,
103,,,,
102,,,,
104,,,,
104,,,,
103,,,,
102,,,,
105,,,,
106,,,,
106,,,,
104,,,,
104,,,,
104,,,,
104,,,,
101,,,,
101,,,,
102,,,,
103,,,,
103,,,,
102,,,,
103,,,,
104,,,,
104,,,,
103,,,,
101,,,,
101,,,,
101,,,,
101,,,,
101,,,,
101,,,,
100,,,,
100,,,,
100,,,,
100,,,,
100,,,,
100,,,,
101,,,,
101,,,,
100,,,,
100,,,,
101,,,,
102,,,,
103,,,,
104,,,,
106,,,,
108,,,,
109,,,,
110,,,,
110,,,,
110,,,,
110,,,,
109,,,,
108,,,,
105,,,,
103,,,,
104,,,,
106,,,,
106,,,,
104,,,,
106,,,,
106,,,,
106,,,,
106,,,,
106,,,,
106,,,,
106,,,,
107,,,,
109,,,,
110,,,,
111,,,,
111,,,,
111,,,,
110,,,,
108,,,,
107,,,,
108,,,,
107,,,,
107,,,,
107,,,,
107,,,,
100,,,,
101,,,,
104,,,,
103,,,,
99,,,,
98,,,,
97,,,,
100,,,,
101,,,,
100,,,,
101,,,,
103,,,,
105,,,,
105,,,,
104,,,,
105,,,,
105,,,,
107,,,,
107,,,,
108,,,,
108,,,,
110,,,,
111,,,,
110,,,,
110,,,,
108,,,,
109,,,,
108,,,,
107,,,,
106,,,,
108,,,,
109,,,,
108,,,,
106,,,,
105,,,,
105,,,,
104,,,,
102,,,,
102,,,,
101,,,,
101,,,,
100,,,,
100,,,,
101,,,,
99,,,,
98,,,,
99,,,,
99,,,,
99,,,,
98,,,,
98,,,,
99,,,,
101,,,,
103,,,,
104,,,,
104,,,,
104,,,,
105,,,,
105,,,,
105,,,,
104,,,,
104,,,,
104,,,,
105,,,,
105,,,,
105,,,,
105,,,,
105,,,,
105,,,,
107,,,,
110,,,,
112,,,,
116,,,,
116,,,,
116,,,,
116,,,,
115,,,,
113,,,,
